Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Investigator or Source
1957.08.00,Aug-57,1957,Provoked,USA,Florida,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County",Attempting to net shark in shark channel,M,,Legs bitten PROVOKED INCIDENT,N,,"2.7 m [9'] bull shark, identified by Capt. W. Gray","St. Petersburg Times (Sunday Magazine), 3/1/1959; R. F. Hutton;  J. Randall, p.352 in Sharks & Survival; T. Helm, p.238"
1957.07.24,24-Jul-57,1957,Provoked,USA,California,"La Jolla, San Diego County",Spearfishing on Scuba,M,,Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT,N,,"Said to involve a 1 m  white shark, but thought  that it was more likely a blue shark","SAF Case #1497; R. Collier, p. xxv; H.D. Baldridge, p.185"
1957.05.11,11-May-57,1957,Unprovoked,AUSTRALIA,New South Wales,"Tea Gardens, north of Newcastle",Competing in spearfishing championship & towing dead fish,M,28,Thigh bitten & few lacerations on abdomen & buttock,N,12h00,4.6 m [15'] shark,"V.M. Coppleson (1958), p.175"
1957.05.00,May-57,1957,Unprovoked,USA,Florida,"8 miles off St. Marks, Wakulla County",3 men & 2 boys picked up wearing life jackets and with inner tube,M,,Leg lacerated,N,,,"V.M. Coppleson (1962), p.259"
1957.04.28,28-Apr-57,1957,Unprovoked,USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County",Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,13h30,White shark,"D. Miller & R. Collier, R. Collier, pp.16-17; V.M. Coppleson (1958), p.255"
1957.04.23,23-Apr-57,1957,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Surfing,M,15,Minor injuries,N,,Wobbegong shark?,"V.M. Coppleson (1958), pp.79 & 236"
1957.04.22,22-Apr-57,1957,Provoked,USA,Florida,"Ormond Beach, Volusia County",Standing,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,11h00,4 m [13'] shark,"R. F. Hutton; V.M. Coppleson (1958), pp.155 & 255"
1957.02.05,05-Feb-57,1957,Unprovoked,USA,Florida,"South Beach, Fort Pierce, St Lucie County",Floating,M,,Foot bitten,N,15h30,1.2 m  [4'] shark,"R.F. Hutton; V.M. Coppleson (1958), p.255"
1957.02.02,02-Feb-57,1957,Unprovoked,AUSTRALIA,Western Australia,Cape Lev�que,,M,,Man landed at Cape Lev�que lighthouse in critical condition after being bitten by a shark. Not known if he survived.,UNKNOWN,,,"V.M. Coppleson (1958), p.264"
1957.02.00,Feb-57,1957,Unprovoked,USA,Florida,Florida Keys,Skindiving for specimens,M,,Minor injuries,N,,Said to involve a large mako shark,"T. Helm, p.235"
1957.01.05,05-Jan-57,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umgeni River Mouth,Wading,M,12,FATAL,Y,,,"Col. C. Maritz, M. Levine, GSAF"
1957.00.00.j,1957,1957,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Bathing,,,Injured by shark,N,,1.5 m [5'] shark,R.F. Hutton
1957.00.00.f,1957,1957,Unprovoked,USA,Florida,"Miami, Miami-Dade County",Helmet diving in Miami Seaquarium,M,,"Shark struck helmet, no injury",N,,Bull shark,"R. Carras, H.D. Baldridge, p.181"
1956.10.27,27-Oct-56,1956,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Free diving for sinkers,M,29,Right heel lacerated & swim fin removed by shark,N,,"White shark, according to witnesses","M. Levine, GSAF"
1956.09.23,23-Sep-56,1956,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surf fishing,M,27,Posterior left ankle bitten,N,,a sand shark,"Daytona Beach Morning Journal, 9/26/1956"
1956.08.15.b,15-Aug-56,1956,Provoked,AUSTRALIA,Queensland,Near Southport,Diving,M,,Laceration to arm when his dive buddy grabbed the shark PROVOKED INCIDENT,N,,"Wobbegong shark, 4' ","Central Queensland Herald, 8/16/1956"
1956.08.15.a,15-Aug-56,1956,Unprovoked,USA,California,"Pismo Beach, San Luis Obispo County",Swimming near pier,M,10,"Lacerated thigh, hand & shoulder",N,16h30,"White shark, 2.7 m [9'] ","D. Miller & R. Collier, V.M. Coppleson (1958), p.255; R. Collier, p. 15"
1956.08.01,01-Aug-56,1956,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Chain Rocks, Amanzimtoti",Free diving for crayfish,M,23,"No injury, right swim fin bitten",N,Afternoon,,"Umtali Post, 8/8/1956, M. Levine, GSAF"
1956.07.26,26-Jul-56,1956,Provoked,USA,California,"Van Ness Municipal Pier, San Francisco",Fishing,M,38,Finger bitten by hooked shark PROVOKED INCIDENT,N,,8-lb shark,"San Mateo Times, 7/27/1956, p.18"
1956.07.17,17-Jul-56,1956,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Wading,F,38,Lacerations to legs,N,18h00,,"Miami Daily News, 7/19/1956"
1956.07.12,12-Jul-56,1956,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,7,Arm & leg injured,N,15h00j,,"News & Courier, 7/14/1956; V.M. Coppleson (1958), pp.  153 & 255"
1956.05.26.R,Reported 26-May-1956,1956,Boating,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,,,"No injury, sharks bit propellers, etc",N,,White shark,"Natal Mercuy, 5/26/1956"
1956.03.11,11-Mar-56,1956,Unprovoked,AUSTRALIA,New South Wales,"Cronulla, near Sydney",Bathing,M,13,"Right thigh gashed, swim fin torn",N,,," V.M. Coppleson (1958), p.112"
1956.03.00.b,Mar-56,1956,Unprovoked,AUSTRALIA,Western Australia,Fremantle,Attempting to set underwater endurance record,M,21,"No injury to diver, but shark bit hole in his wetsuit",N,,,"J. Green, p.34, Spokesman-Review, 3/19/1956"
1956.02.26,26-Feb-56,1956,Unprovoked,AUSTRALIA,Queensland,Pioneer River near Mackay,Diving into water,M,15,"FATAL, large amount of tissue removed from leg, artery severed  ",Y,11h00,1.8 m [6'] shark,"B. Thompson; L. Schultz & M. Malin, p.521"
1956.01.05,05-Jan-56,1956,Unprovoked,AUSTRALIA,New South Wales,North Bondi,Surf skiing,M,25,"No injury, shark bumped his 17' ski",N,,5' to 6' shark,"Sydney Morning Herald, 1/16/1956"
1955.12.11,11-Dec-55,1955,Boating,USA,Florida,� mile offshore & 9 miles north of Fort Pierce,Fishing for pompano,,,"No injury to occupants, shark released from net holed boat",N,,,"R.F. Hutton, 3/30/1959, citing Miami Herald; T. Helm, p.234"
1955.10.16,16-Oct-55,1955,Provoked,AUSTRALIA,Queensland,"Tully, North Queensland",Spearfishing & lassoed shark,M,28,Lassoed shark bit his hand PROVOKED INCIDENT,N,,6' shark,"Sydney Morning Herald, 10/17/1955;V.M. Coppleson (1958), p.185; Cross, p.34"
1955.09.20,20-Sep-55,1955,Unprovoked,USA,Hawaii,East Moloka'i,Hunting turtle,M,,Arm bitten,N,09h00,,"J. Borg, p.73; L. Taylor (1993), pp.100-101;  Note:  Date listed as Mar-1956 by V.M. Coppleson (1958), p.260 and 1956 by A. Resciniti, p.53"
1955.09.04,04-Sep-55,1955,Unprovoked,USA,California,"Venice Beach, Los Angeles County",Swimming near breakwater,M,16,Dorsum of right foot lacerated,N,,,"R. Collier, p.14-15; L.A. Times, 9/5/1955; V.M. Coppleson (1958), p.254; D. Miller & R. Collier;"
1955.09.03,03-Sep-55,1955,Unprovoked,USA,California,"Venice Beach, Los Angeles County",,M,,Minor injury,N,,,"LA Times, 9/5/1955 editon "
1955.08.30.a,30-Aug-55,1955,Provoked,USA,California,"Zuma Beach, Santa Monica, Los Angeles County",Surfing,M,25,"Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT",N,,5' thresher or blue shark. The shark  was killed following the incident,"SAF Case #244; D. Miller & R. Collier, V.M. Coppleson (1958), p.255"
1955.08.04.R,Reported 04-Aug-1955,1955,Provoked,USA,South Carolina,Windy Hill Beach,Fishing,M,,Finger bitten by hooked shark PROVOKED INCIDENT,N,,"""a small shark""","Kingsport Times, 8/4/1955"
1955.08.00.a,Aug-55,1955,Boating,AUSTRALIA,South Australia,Port Augusta,Fishing,,,Whelan's head was injured when he fell to the deck as shark rammed boat,N,,Tooth fragments recovered from hull,"V.M. Coppleson (1958), pp.184-185"
1955.05.08,08-May-55,1955,Provoked,USA,California,"Malibu, Los Angeles County",Spearfishing,M,28,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT,N,,2 m [6.75'] shark,"D. Miller & R. Collier, V.M. Coppleson (1958), p.254; "
1955.04.00,Apr-55,1955,Unprovoked,USA,Hawaii,"Hilo, Hawai'i","Fishing from boat, Kaimamla",M,,Hand bitten,N,,,"Tribune-Herald (Hilo, Hawaii), 4/14/1963; J. Borg, p.73; L. Taylor, p.100-101 ; NOTE: Oshiro later sued owner of the boat for $15,000 in damages"
1955.03.09,09-Mar-55,1955,Unprovoked,AUSTRALIA,New South Wales,Wamberal,Body surfing,M,22,FATAL,Y,18h00,,"V.M. Coppleson (1958), pp.84-85 & 236; A. Sharpe, pp.82-83"
1955.03.00.a,Mar-55,1955,Provoked,AUSTRALIA,Western Australia,Woodman�s Point,"Competing in U/W endurance record, standing beside drum in 10' of water",M,25,Leg of wetsuit torn after spear fired at shark  PROVOKED INCIDENT,N,11h55,,"H.D. Baldridge, p.104"
1955.02.10,10-Feb-55,1955,Unprovoked,USA,California,"Trinidad Bay, Humboldt County",Scuba diving,M,,"No injury, shark bumped diver's face",N,,"Leopard shark, 3' Triakis semifasciata, identified by J.W. DeWitt (1955)","J. DeWitt (1955); V.M. Coppleson (1962), p.255; D. Miller & R. Collier"
1955.02.06,06-Feb-55,1955,Unprovoked,USA,California,"Pacific Grove, Monterey County",Spearfishing,M,19,"Swimfin & 2 wool socks removed by shark, suit torn",N,12h00,"White shark, 5 m to 6 m [16.5' to 20] ","R. Collier, pp. 13-14; D. Miller & R. Collier; California Fish & Game; V.M. Coppleson (1958), pp. 156 & 254; H.D. Baldridge, p.68"
1955.02.05,05-Feb-55,1955,Unprovoked,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbor, Sydney",Swimming,M,25,"FATAL, legs bitten ",Y,14h35,3.6 m  white shark  (or bronze whaler),"V.M. Coppleson (1958), pp.71, 175 & 236; A. Sharpe, pp.74-75"
1955.02.01.,01-Feb-55,1955,Boating,AUSTRALIA,New South Wales,Parramatta River,Rowing,,,"No injury to occupants; shark grabbed oar, vaulted over scull",N,,,"V.M. Coppleson (1958), p.187"
1955.02.00,Feb-55,1955,Boating,AUSTRALIA,New South Wales,Coff�s Harbor,Rowing toward snapper grounds,,,"No injury to occupants, 6 sharks charged boat",N,,4 m [13'] shark x 6,"V.M. Coppleson (1958), p.186"
1955.01.17,17-Jan-55,1955,Unprovoked,AUSTRALIA,New South Wales,"Wyargine Point, Edwards Beach, Balmoral Beach, Sydney",Hunting lobsters in 2.4 m of water,M,13,"FATAL, anterior left leg & right calf bitten, no tissue lost  ",Y,14h30,"Bronze whaler shark,3.7 m [12'] ","V.M. Coppleson (1958), pp.71, 174-175 & 236; A. Sharpe, p.74"
1955.01.15,15-Jan-55,1955,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,A ford known as Brodies Coffin in St. Lucia Bay,Crossing the bay at the ford,M,,"FATAL, leg bitten ",Y,Afternoon,,"Natal Daily News, 1/17/1955; M. Levine, GSAF"
1955.00.00.f,1955,1955,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,,,No details,UNKNOWN,,,"R.F. Hutton; V.M. Coppleson (1958) (ref.R. North in Scientific American, 1957"
1954.12.04,04-Dec-54,1954,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Swimming,M,16,Shallow lacerations on torso,N,11h00,,"D. Gibb, M. Levine, GSAF  "
1954.09.21,21-Sep-54,1954,Unprovoked,USA,California,"La Jolla, San Diego County",Swimming,M,35,Minor bruises & abrasions on leg,N,,1.5 m [5'] shark,"D. Miller & R. Collier, V.M. Coppleson (1958), p.254; T. Helm, p.232"
1954.07.04.R,Reported 04-Jul-1954,1954,Unprovoked,USA,Florida,Florida Keys,,,,Small wound on upper thigh,N,,"Nurse shark, 2.5' ","Daytona Beach Sunday News- Journal, 7/4/1954"
1954.06.29,29-Jun-54,1954,Provoked,USA,California,"Santa Monica, Los Angeles County",Grabbed shark & threw it on deck,M,35,Right elbow & forearm lacerated  PROVOKED INCIDENT,N,,,"L.A. Times, 6/30/1954; H.D. Baldridge, p.257"
1954.06.27,27-Jun-54,1954,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Pearl diving from lugger Whyalla,M,30,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",N,16h30,2.4 m [8']  shark,"Morning Bulletin (Rockhampton), 6/30/1954 "
1954.04.08,08-Apr-54,1954,Invalid,USA,Hawaii,"Wailupe, O'ahu",Fishing from shore,M,,"Body recovered, mutilated by shark/s",Y,,,"The Honolulu Advertiser, 4/8/1954; Honoulu Star Bulletin 4/8/1954; J. Borg, p.73; L. Taylor (1993), pp.100-101"
1954.02.27,27-Feb-54,1954,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Swimming,M,23,"FATAL, right thigh bitten ",Y,17h15,,"V.M. Coppleson (1958), pp.84 & 236"
1954.01.30,30-Jan-54,1954,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,,Abrasions to arm,N,,,"Sun-Herald, 1/31/1954"
1954.00.00.b,1954,1954,Unprovoked,USA,Hawaii,Moloka'i,Fishing,M,,Bitten on foot,N,,a small shark',"J. Borg, p.73; L. Taylor (1993), pp.100-101"
1953.12.30,30-Dec-53,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,F,,Left calf lacerated,N,Morning,Said to involve a >4 m [13'] shark,"Natal Mercury, 12/31/1953"
1953.12.22,22-Dec-53,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Swimming,M,23,Lacerations to arm,N,,,H. Monson
1953.12.13,13-Dec-53,1953,Unprovoked,AUSTRALIA,Queensland,Palm Beach,Swimming or wading out  to warn bathers that a shark had been seen,M,16,Bruised shoulder chest & foot,N,12h00,,"V.M. Coppleson (1958), pp.95 & 240"
1953.12.00,Dec-53,1953,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Surf skiing,M,,"No Injury, shark charged surfski",N,,3.7 [12'] shark," V.M. Coppleson (1958), p.42"
1953.10.00,Oct-53,1953,Provoked,AUSTRALIA,New South Wales,"Boat Harbour, north of Cronulla",,M,,"Hit by tail of speared shark, fell & hit head on rock & out cold for 30 minutes  PROVOKED INCIDENT",N,,,"V.M. Coppleson (1958), p.172"
1953.09.20.R,Reported 20-Sep-1953,1953,Unprovoked,USA,California,"Santa Catalina Island, Los Angeles County",Scuba diving,M,,No injury,N,,,"Oakland Tribune, 9/20/1953"
1953.09.02,02-Sep-53,1953,Unprovoked,USA,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,M,,Leg & foot bitten,N,,"Hammerhead shark, 1.5 m [5'] ","Honolulu Star Bulletin, 9/2/1953; G.H. Balazs; J. Borg, p.73; L. Taylor (1993), pp.100-101"
1953.07.26,26-Jul-53,1953,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Spearfishing,M,15,"FATAL, thigh bitten",Y,09h15,3 m [10'] shark seen in vicinity,"V.M. Coppleson (1958), p.260; L. Taylor (1993), pp.100-101"
1953.07.16,16-Jul-53,1953,Provoked,USA,California,"Santa Catalina Island, Los Angeles County",Fishing from market fishboat Sea Spray,M,,Arm bitten by hooked shark PROVOKED INCIDENT,N,,,"L.A. Times, 7/17/1953 "
1953.07.15,15-Jul-53,1953,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,26,Lower left leg severely bitten,N,,,"R.F. Hutton; T. Helm, p. 231 "
1953.07.04,04-Jul-53,1953,Unprovoked,USA,Hawaii,Kaula Rock near Niihau ,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,M,,"Shark made 3 passes at him, lacerating his calf, shin and ankle ",N,08h00,,"Honolulu Advertiser, July 5, 1953 edtion; V.M. Coppleson (1958), p.260; J. Borg, p. 2;  L. Taylor (1993), pp.100-101"
1953.06.00,Jun-53,1953,Provoked,AUSTRALIA,Queensland,,Landing hooked shark in boat,M,,Right forearm & hand bitten PROVOKED INCIDENT,N,,"2 m [6'9""] shark ","V.M. Coppleson (1958), p.179"
1953.04.07,07-Apr-53,1953,Boating,AUSTRALIA,New South Wales,1.5 miles off shore,,,,"No injury to occupant. As engine started, shark hit boat, breaking one of boat�s ribs in 3 places & stoving in 2 planks",N,,," V.M. Coppleson (1958), p.183"
1953.03.22,Mar-53,1953,Unprovoked,AUSTRALIA,New South Wales,"Long Reef, Collaroy",Spearfishing,M,23,Arm lacerated,N,,,"V.M. Coppleson (1958), pp.166-167"
1953.03.19.R,Reported 19-Mar-1953,1953,Unprovoked,AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",Spearfishing,M,,Abrasion,N,,8' shark,"The Advertiser, 3/19/1953"
1953.02.18,18-Feb-53,1953,Provoked,USA,Hawaii,"Barber�s Point, O'ahu",Bitten while cutting shark from net,M,,Hand bitten  PROVOKED INCIDENT  ,N,,,"V.M. Coppleson (1958), p.260; G.H. Balazs; J. Borg, p.72; L. Taylor (1993), pp.100-101"
1953.02.15,15-Feb-53,1953,Unprovoked,AUSTRALIA,New South Wales,Cave at Shell Harbour,Spearfishing,M,25,"Shark tore off face mask, diver�s face, nose & chin lacerated",N,18h00,Wobbegong shark,"Spearfishing News, April 1953, p.5; J. Oetzel in Skin Diver Magazine, March 1965, p.17; V.M. Coppleson (1958), p.33"
1953.01.20,20-Jan-53,1953,Provoked,AUSTRALIA,South Australia,Largs Bay,Fishing,M,61,Finger bitten by hooked shark PROVOKED INCIDENT,N,,,"The Advertiser, 1/23/1953"
1953.00.00.a,1953,1953,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,,Leg lacerated thigh to ankle,N,,," V.M. Coppleson (1958), p.254; R. F. Hutton"
1952.12.21,21-Dec-52,1952,Unprovoked,AUSTRALIA,South Australia,Cape Douglas,"Fishing, setting nets",M,25,Bitten on thigh and buttocks,N,"""After dark""",2.4 m [8'] shark,"V.M. Coppleson (1958), p.178; V.M. Coppleson (1962), p.245"
1952.08.03,03-Aug-52,1952,Unprovoked,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Swimming,M,,"FATAL, disappeared while swimming, shark bite found on right side of body",Y,,,"Honolulu Advertiser, 12/4/1952; G.H. Balazs & A.K.H. Kam; J. Borg, p.72; L. Taylor (1993), pp.100-101;"
1952.12.07,07-Dec-52,1952,Unprovoked,USA,California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,M,17,"FATAL, leg lacerated  ",Y,14h00,"White shark,4.6 m [15'] ","R. L. Bolin, D. Miller & R. Collier, R. Skocik, p.174;V.M. Coppleson (1958), pp.156 & 254; R. Collier, pp.10-13"
1952.12.03,03-Dec-52,1952,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,40,"FATAL, left arm severed below the elbow ",Y,,>6.7 m [22']  shark," Honolulu Advertiser, 12/4/1952; V.M. Coppleson (1958), p.260; J. Borg, p.74; Webster, p.31;  L. Taylor (1993), pp.100-101"
1952.08.06,06-Aug-52,1952,Invalid,SOUTH AFRICA,Eastern Cape Province,Nelson�s Rock,,M,18,"Possibly drowned, remains found days later in shark�s gut",Y,,"Zambesi shark, 113-kg [249-lb] female ","Daily Dispatch; M. Levine, GSAF"
1952.07.27.d,27-Jul-52,1952,Boating,USA,Florida,"Panacea, Wakulla County",Fishing for trout ,,,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,N,,"Hammerhead shark, 5' ","Evening Sun (Baltimore), 7/28/1952"
1952.07.27.c,27-Jul-52,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,43,Finger bitten by hooked shark PROVOKED INCIDENT,N,,a small shark',"News and Courier, 7/28/1952"
1952.07.27.b,27-Jul-52,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,34,Thumb bitten by hooked shark PROVOKED INCIDENT,N,,a small shark',"News and Courier, 7/28/1952"
1952.07.27.a,27-Jul-52,1952,Sea Disaster,USA,California,"Off Santa Monica, Los Angeles County",Boat exploded,M,,FATAL & some of the survivors were bitten by sharks  ,Y,,,R. Collier
1952.07.13,13-Jul-52,1952,Provoked,USA,California,"San Diego, San Diego County",Fishing,M,34,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,,,"L.A. Times, 7/14/1952 "
1952.05.27,27-May-52,1952,Unprovoked,USA,California,"Imperial Beach, San Diego County",Swimming on surface,M,,Foot & swimfin bitten,N,10h00 or 14h00,"White shark, 2 m to 4 m [6'9"" to 13'] ","R. Collier, pp.8-9"
1952.05.07.R,Reported 07-May-1952,1952,Unprovoked,AUSTRALIA,Western Australia,Boyup Brook,"Fishing, standing in water washing fish",M,,Lacerations to 2 fingers & knuckles abraded,N,,"Carpet shark, 5' ","T. Peake, GSAF; West Australian, 5/7/1952"
1952.04.06,06-Apr-52,1952,Boating,AUSTRALIA,South Australia,Streaky Bay,Fishing for white sharks,,,No injury to fisherman Alf Dean & other occupants;,N,Morning,"White shark, 15'3"", 2,333-lb ","Recorder (Port Pirie), 4/7/1952"
1952.01.07,07-Jan-52,1952,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,,Bitten on left calf and ankle,N,,8' shark,"Canberra Times, 1/8/1952"
1952.00.00.a,1952,1952,Unprovoked,USA,Florida,Near Key West,Swimming,M,,"FATAL, groin bitten ",Y,,,"V.M. Coppleson (1958), p.254; R. F. Hutton; T. Helm, p.230;"
1951.12.16,16-Dec-51,1951,Provoked,AUSTRALIA,New South Wales,North Bondi,Spearfishing,M,18,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,,"Wobbegong shark, 1.8 m [6'] ","V.M. Coppleson (1958), pp. 171-172"
